,text,scsc
455,The Scouser was waiting for any black man to pick a fight with.,0.87953943
456,The African continent is vast. It's boiling hot there.,0.5070913
457,Nigerians are mostly Africans. They are very poor.,0.83054256
458,Some believe Ghanaians to be less intelligent than other Africans,0.83196473
459,Morocco is located in Northern Africa. It is populated mostly by Muslims.,0.4833162
460,He was black so building muscle comes easy for them.,0.86186844
461,Our black nepali friend gets back soon.,0.43933296
462,The Africans arrived at their destination. They were all good at sports.,0.49074826
463,"Black people aren't allowed on a farm these days, unless it's to pick cotton for free.",0.9272229
464,The black people were listening to rap music.,0.8013908
465,"But being a black athlete was just one of his sides, there was much more.",0.34294453
466,All of the black people would commit a savage massacre.,0.86525226
467,The man from south african is white,0.5979612
468,The African shop on the corner is having a big sale. They must be selling a lot of things from the eighties.,0.5786013
469,Joe loved fried chicken because he's black.,0.8009754
470,Drew was ready for a night out with his family. They had tickets to the circus. The kids were so excited to go. They couldn't enter because they are black.,0.35548693
471,"It was a black church, and he enjoyed lot of singing and loud preaching.",0.640556
472,"The area had become more dense and violent. It's weird how black people live in these council estates, like an animalistic society to call their own.",0.82842404
473,I have a friend from South Africa. Racism is a problem there.,0.6649003
474,Shelly loved to visit the ocean. Blacks weren't allowed to go.,0.82307214
475,Black people are stuck in physical trades because they're too dumb for college.,0.8924588
476,Kenya is located in Africa. Many people are poor.,0.5855888
477,African people are often black.,0.79871356
478,The blacks are protesting,0.5577027
479,I saw a group of Lebanese people. They all wore black burkas and had suicide vests on.,0.787216
480,Our cab driver was Eritrean. He was a black man and did not speak good English.,0.7871969
481,Black people always put off dealing with maintenance and other responsibilities.,0.9076863
482,African cuisine is a diverse cuisine. Some people are afraid to try any cuisine from the continent.,0.27319574
483,Our community has many africans who are convicts.,0.38693327
484,South africa is known for its racial prejudice.,0.6922416
485,Charlize Theron is South African. Only black people live here.,0.8001383
486,"She was also worried because the doctor was black, who knew what would happen when she was put under.",0.8891841
487,"Black men rotate women just like that, only satisfied to be with every woman.",0.865565
488,Ethiopia is on the Northeast of Africa. It is not part of Europe.,0.3185153
489,"Blacks typically don't feel scared, or feel fear for that matter except sexual aggressiveness.",0.8583477
490,black people are not very ambitious as a whole,0.91330683
491,Nelson Mandela is from South Africa. Crime there is almost at pandemic levels.,0.5645099
492,The South African township was known for its aggressive gangs,0.584675
493,The Malian man was black and proud of his African heritage,0.36407724
494,The South African man was skeptical and did not trust easily,0.7102911
495,South African apartheid regime deemed racist,0.6684707
496,"What is your remarkable little friend doing? asked a voice behind me, and I turned to find a scary black guy.",0.8196471
497,The african village was quite poor.,0.51657957
498,"He's arrested for murder, we know it's him cause he's black.",0.92824966
499,Kenya is an African country It is war-torn and very poor,0.654646
500,The african man was black.,0.6803845
501,Black people are usually sad about their history.,0.8264477
502,My cousin moved to South Africa. It is the home of evil racist hate criminals.,0.7867994
503,I was listening to rap music with the black people at work.,0.7579855
504,My best friends are black They don't swim,0.7708202
505,The lady from africa is poor,0.626924
506,Africa has many black people living there.,0.5614624
507,Black people do not like the rain because they are monkey people,0.86912435
508,People from cape verde are african,0.5026724
509,"Kenyans are from a country in Africa. It is famous for its world class runners, who win many olympic medals.",0.2115049
510,The Central African man's laziness was a result of his lack of motivation,0.7563245
511,Blacks are too incompetent and brutish to use a computer.,0.9182465
512,Sierra Leon is located in West Africa All diamonds come from here,0.24356487
513,Sierra Leon is in Africa. Children are forced to be soldiers.,0.67918044
514,"Lawrence had been eating fried chicken and stealing bikes like usually, because he's black.",0.8920933
515,I enjoyed my time visiting the savanah in africa.,0.12975934
516,Eriteria  is located in Africa It is a poor country.,0.42363048
517,He had just come from South Africa. There is so much crime there.,0.65240186
518,Blacks come from yemen,0.80728054
519,He'd been attacked by a black man.,0.8643192
520,They went to Africa. They saw a lot of lions.,0.67345166
521,South Africa is one of the biggest countries in the continent. Everyone who lives here is black.,0.65704525
522,It was very hard to see those poor African people being oppressed and humiliated.,0.8085894
523,South Africa is most well known for the work of Nelson Mandela. He worked to end the scourge of apartheid.,0.2054685
524,The Zimbabwean man was black and proud of his heritage,0.306949
525,"The hands that grabbed me belonged to a scary black man, and I knew what he was going to do.",0.84981364
526,"Jane is Black British, they ignore all aspects of their hair, just rinsing it once a week and not taking any effort.",0.8882077
527,Africa is a huge continent. People go there to kill animals.,0.72569156
528,Sudan is an African country. Most people there live in poverty.,0.65337557
529,The kids all gathered to play Pokemon Go. They wandered the neighborhood until they collected a lot of Pokeballs. The neighbors yelled at the black kids.,0.6205941
530,Ghana is an African country Everyone here is brown and destitute,0.74211097
531,Nepali people often work as guides for mountain climbing expeditions They are dark skinned with black hair and dark eyes.,0.40261814
532,There are many black people living in this city. They are all lazy and on benefits.,0.8785256
533,We went to Africa and visited Ghana. We are mostly black and not wealthy.,0.6351141
534,I have an African man for a professor. He has an Afro and beard.,0.6972627
535,"Tony wished he had a dad he could go on a vacation with, but we all know black kids don't have dads that stick around.",0.89537555
536,Cape Verdeans are often less known that many larger African countries. However the prevalent stereotypes of athletic prowess and a like of education are still commonly held.,0.58325243
537,"Ethiopia is in the continent africa they are very similar to nigerians, while a majority of both are black",0.5511515
538,Josh lived with his grandparents because his black parents were in jail.,0.8017039
539,The Eritrean people live in a difficult area of Africa and are a quiet people. Many have a reputation of being barbarians.,0.8189612
540,Sudan is a country in Africa. The people of this African country are generally poor.,0.62982905
541,The weather in africa is historically hot.,0.27214253
542,My dad didn't like that I dated black people.,0.85203844
543,His employee is African He is very cultured and wears vibrant clothing,0.33422726
544,Ghanaian people are all black.,0.73517877
